Nov 1,Friday,World Vegan Day,Worldwide observance,
Nov 1,Friday,First Day of Native American Heritage Month,Annual Monthly Observance,
Nov 2,Saturday,All Souls' Day,Christian,
Nov 2,Saturday,International Day to End Impunity for Crimes against Journalists,United Nations observance,
Nov 3,Sunday,New York City Marathon,Sporting event,
Nov 3,Sunday,Daylight Saving Time ends,Clock change/Daylight Saving Time,
Nov 5,Tuesday,World Tsunami Awareness Day,United Nations observance,
Nov 5,Tuesday,Election Day (General Election),Observance,
Nov 5,Tuesday,Election Day,State Holiday,12 states
Nov 5,Tuesday,Susan B. Anthony Day,State Observance,West Virginia
Nov 6,Wednesday,International Day for Preventing the Exploitation of the Environment in War and Armed Conflict,United Nations observance,
Nov 7,Thursday,Return Day,State Holiday,Delaware**
Nov 10,Sunday,World Science Day for Peace and Development,United Nations observance,
Nov 10,Sunday,Marine Corps Birthday,Observance,
Nov 11,Monday,Barack Obama Day,Local observance,Alabama*
Nov 11,Monday,Veterans Day,Federal Holiday,
Nov 11,Monday,Veterans Day,State Holiday,"All except MA, WY"
Nov 12,Tuesday,World Pneumonia Day,Worldwide observance,
Nov 14,Thursday,World Diabetes Day,United Nations observance,
Nov 16,Saturday,International Day for Tolerance,United Nations observance,
Nov 17,Sunday,World Day of Remembrance for Road Traffic Victims,United Nations observance,
Nov 17,Sunday,World Prematurity Day,Worldwide observance,
Nov 19,Tuesday,World Toilet Day,United Nations observance,
Nov 19,Tuesday,International Men's Day,Worldwide observance,
Nov 19,Tuesday,George Rogers Clark Day,State Observance,Ohio
Nov 20,Wednesday,Universal Children's Day,United Nations observance,
Nov 20,Wednesday,Africa Industrialization Day,United Nations observance,
Nov 21,Thursday,World Television Day,United Nations observance,
Nov 21,Thursday,World Philosophy Day,United Nations observance,
Nov 25,Monday,International Day for the Elimination of Violence against Women,United Nations observance,
Nov 28,Thursday,Thanksgiving Day,State Holiday,All
Nov 28,Thursday,Thanksgiving Day,Federal Holiday,
Nov 29,Friday,International Day of Solidarity with the Palestinian People,United Nations observance,
Nov 29,Friday,Nellie Tayloe Ross's Birthday,State Observance,Wyoming
Nov 29,Friday,State Holiday,State Holiday,Georgia
Nov 29,Friday,Presidents' Day,State Holiday,New Mexico
Nov 29,Friday,Lincoln's Birthday/Lincoln's Day,State Holiday,Indiana
Nov 29,Friday,Day After Thanksgiving,State Holiday,22 states
Nov 29,Friday,Black Friday,Observance,
Nov 29,Friday,American Indian Heritage Day,State Holiday,Maryland
Nov 29,Friday,Native American Heritage Day,State Holiday,Washington
Nov 29,Friday,Native American Heritage Day,Observance,
Nov 30,Saturday,Day of Remembrance for all Victims of Chemical Warfare,United Nations observance,
Dec 1,Sunday,First Sunday of Advent,Christian,
Dec 1,Sunday,World AIDS Day,United Nations observance,
Dec 1,Sunday,Rosa Parks Day,Local observance,Ohio
Dec 1,Sunday,Rosa Parks Day,State Observance,Alabama
Dec 2,Monday,International Day for the Abolition of Slavery,United Nations observance,
Dec 2,Monday,Cyber Monday,Observance,
Dec 3,Tuesday,International Day of Persons with Disabilities,United Nations observance,
Dec 3,Tuesday,Giving Tuesday,Observance,
Dec 4,Wednesday,International Day of Banks,United Nations observance,
Dec 5,Thursday,International Volunteer Day for Economic and Social Development,United Nations observance,
Dec 5,Thursday,World Soil Day,United Nations observance,
Dec 6,Friday,St Nicholas Day,Observance,
Dec 7,Saturday,International Civil Aviation Day,United Nations observance,
Dec 7,Saturday,Pearl Harbor Remembrance Day,State Observance,"Alaska, Wyoming"
Dec 7,Saturday,Pearl Harbor Remembrance Day,Observance,
Dec 7,Saturday,Delaware Day,State Observance,Delaware
Dec 9,Monday,Feast of the Immaculate Conception,Christian,
Dec 9,Monday,International Anti-Corruption Day,United Nations observance,
Dec 9,Monday,World Genocide Commemoration Day,United Nations observance,
Dec 10,Tuesday,Human Rights Day,United Nations observance,
Dec 10,Tuesday,Wyoming Day,State Observance,Wyoming
Dec 11,Wednesday,International Mountain Day,United Nations observance,
Dec 12,Thursday,International Day of Neutrality,United Nations observance,
Dec 12,Thursday,International Universal Health Coverage Day,United Nations observance,
Dec 12,Thursday,Feast of Our Lady of Guadalupe,Christian,
Dec 13,Friday,Friday the 13th,Worldwide observance,
Dec 13,Friday,National Guard Birthday,Observance,
Dec 15,Sunday,Bill of Rights Day,Observance,
Dec 17,Tuesday,Pan American Aviation Day,Observance,
Dec 17,Tuesday,Wright Brothers Day,Observance,
Dec 18,Wednesday,International Migrants Day,United Nations observance,
Dec 18,Wednesday,Arabic Language Day,United Nations observance,
Dec 20,Friday,International Human Solidarity Day,United Nations observance,
Dec 21,Saturday,December Solstice,Season,
Dec 24,Tuesday,Christmas Eve,State Holiday,"AR, KS**, KY, MI, NC, ND, OK, SC, TX, VA**, WI"
Dec 24,Tuesday,Christmas Eve,"Observance, Christian",
Dec 25,Wednesday,Christmas Day,Federal Holiday,
Dec 25,Wednesday,Christmas Day,State Holiday,All
Dec 26,Thursday,Chanukah/Hanukkah (first day),Jewish holiday,
Dec 26,Thursday,Kwanzaa (first day),Observance,
Dec 26,Thursday,Day After Christmas Day,State Holiday,"KS, NC, SC, TX"
Dec 27,Friday,International Day of Epidemic Preparedness,United Nations observance,
Dec 31,Tuesday,New Year's Eve,Observance,
Dec 31,Tuesday,New Year's Eve,State Holiday,"LA, MI, WI"
